neg_control,A02,B02,C02,D02,E02,F02,G02,H02,I23,J23,K23,L23,M23,N23,O23,P23
pos_control,A23,B23,C23,D23,E23,F23,G23,H23,I02,J02,K02,L02,M02,N02,O02,P02
